,PLAYER,FORWARD/BACK,TEAM,POSITION,AGE,CAPS,CLUB/PROVINCE,stat,value,norm_value,stat_category
271,Hugo Keenan,Back,Ireland,Fullback,25,16,Leinster,TRY ASSISTS,0,0.0,Attack
272,Iain Henderson,Forward,Ireland,Lock,29,65,Ulster,TRY ASSISTS,0,0.0,Attack
273,Ivan Nemer,Forward,Italy,Prop,23,3, Benetton,TRY ASSISTS,0,0.0,Attack
274,Jac Morgan,Forward,Wales,Back row,22,0, Ospreys,TRY ASSISTS,0,0.0,Attack
275,Jack Carty,Back,Ireland,Fly-half,29,10,Connacht,TRY ASSISTS,0,0.0,Attack
276,Jack Conan,Forward,Ireland,Back row,29,22,Leinster,TRY ASSISTS,0,0.0,Attack
277,Jack Nowell,Back,England,Wing,28,34,Exeter Chiefs,TRY ASSISTS,0,0.0,Attack
278,James Hume,Back,Ireland,Centre,23,1,Ulster,TRY ASSISTS,0,0.0,Attack
279,James Lowe,Back,Ireland,Wing,29,10,Leinster,TRY ASSISTS,2,0.5,Attack
280,James Ryan,Forward,Ireland,Lock,25,40,Leinster,TRY ASSISTS,0,0.0,Attack
281,Jamie Blamire,Back,England,Hooker,24,5,Newcastle Falcons,TRY ASSISTS,0,0.0,Attack
282,Jamie George,Back,England,Hooker,31,61,Saracens,TRY ASSISTS,0,0.0,Attack
283,Jamie Hodgson,Forward,Scotland,Lock,23,3, Edinburgh,TRY ASSISTS,0,0.0,Attack
284,Jamie Ritchie,Forward,Scotland,Back row,25,31, Edinburgh,TRY ASSISTS,0,0.0,Attack
285,Jamison Gibson-Park,Back,Ireland,Scrum-half,29,12,Leinster,TRY ASSISTS,4,1.0,Attack
286,Jean-Baptiste Gros,Forward,France,Prop,22,14, Toulon,TRY ASSISTS,0,0.0,Attack
287,Joe Launchbury,Forward,England,Lock,30,69,Wasps,TRY ASSISTS,0,0.0,Attack
288,Joe Marchant,Back,England,Centre,25,7,Harlequins,TRY ASSISTS,0,0.0,Attack
289,Joe Marler,Forward,England,Prop,31,74,Harlequins,TRY ASSISTS,0,0.0,Attack
290,Joey Carbery,Back,Ireland,Fly-half,26,27,Munster,TRY ASSISTS,2,0.5,Attack
291,Johnny McNicholl,Back,Wales,Fullback,31,8, Scarlets,TRY ASSISTS,0,0.0,Attack
292,Johnny Sexton,Back,Ireland,Fly-half,36,101,Leinster,TRY ASSISTS,2,0.5,Attack
293,Jonathan Danty,Back,France,Centre,29,11, La Rochelle,TRY ASSISTS,1,0.25,Attack
294,Jonathan Davies,Back,Wales,Centre,33,93, Scarlets,TRY ASSISTS,0,0.0,Attack
295,Jonny Gray,Forward,Scotland,Lock,27,64, Exeter Chiefs,TRY ASSISTS,0,0.0,Attack
296,Josh Adams,Back,Wales,Wing,26,35, Cardiff,TRY ASSISTS,0,0.0,Attack
297,Josh Bayliss,Forward,Scotland,Back row,24,2, Bath,TRY ASSISTS,0,0.0,Attack
298,Josh Navidi,Forward,Wales,Back row,31,28, Cardiff,TRY ASSISTS,0,0.0,Attack
299,Josh van der Flier,Forward,Ireland,Back row,28,35,Leinster,TRY ASSISTS,1,0.25,Attack
300,Juan Ignacio Brex,Back,Italy,Centre,29,8, Benetton,TRY ASSISTS,0,0.0,Attack
301,Julien Marchand,Back,France,Hooker,26,16, Toulouse,TRY ASSISTS,1,0.25,Attack
302,Kieran Hardy,Back,Wales,Scrum-half,26,8, Scarlets,TRY ASSISTS,0,0.0,Attack
303,Kieran Treadwell,Forward,Ireland,Lock,26,3,Ulster,TRY ASSISTS,0,0.0,Attack
304,Kyle Sinckler,Forward,England,Prop,28,47,Bristol Bears,TRY ASSISTS,0,0.0,Attack
305,Kyle Steyn,Back,Scotland,Wing,28,3, Glasgow Warriors,TRY ASSISTS,1,0.25,Attack
306,Leon Brown,Forward,Wales,Prop,25,16, Dragons,TRY ASSISTS,0,0.0,Attack
307,Leonardo Marin,Back,Italy,Fly-half,19,0, Benetton,TRY ASSISTS,0,0.0,Attack
308,Lewis Ludlam,Forward,England,Back row,26,10,Northampton Saints,TRY ASSISTS,0,0.0,Attack
309,Liam Williams,Back,Wales,Fullback,30,74, Scarlets,TRY ASSISTS,0,0.0,Attack
310,Louis Rees-Zammit,Back,Wales,Wing,21,12, Gloucester,TRY ASSISTS,0,0.0,Attack
311,Luke Cowan-Dickie,Back,England,Hooker,28,31,Exeter Chiefs,TRY ASSISTS,0,0.0,Attack
312,Mack Hansen,Back,Ireland,Wing,23,0,Connacht,TRY ASSISTS,1,0.25,Attack
313,Magnus Bradbury,Forward,Scotland,Back row,26,14, Edinburgh,TRY ASSISTS,0,0.0,Attack
314,Manuel Zuliani,Forward,Italy,Back row,21,0, Benetton,TRY ASSISTS,0,0.0,Attack
315,Marco Fuser,Forward,Italy,Lock,30,36, Newcastle Falcons,TRY ASSISTS,0,0.0,Attack
316,Marco Zanon,Back,Italy,Centre,24,7, Benetton,TRY ASSISTS,0,0.0,Attack
317,Marcus Smith,Back,England,Fly-half,22,5,Harlequins,TRY ASSISTS,1,0.25,Attack
318,Mark Bennett,Back,Scotland,Centre,29,22, Edinburgh,TRY ASSISTS,0,0.0,Attack
319,Maro Itoje,Forward,England,Lock,27,51,Saracens,TRY ASSISTS,0,0.0,Attack
320,Matt Fagerson,Forward,Scotland,Back row,23,17, Glasgow Warriors,TRY ASSISTS,0,0.0,Attack
321,Matthis Lebel,Back,France,Wing,22,1, Toulouse,TRY ASSISTS,0,0.0,Attack
322,Max Malins,Back,England,Fullback,25,10,Saracens,TRY ASSISTS,2,0.5,Attack
323,Maxime Lucu,Back,France,Scrum-half,29,2, Bordeaux,TRY ASSISTS,0,0.0,Attack
324,Melvyn Jaminet,Back,France,Fullback,22,6, Perpignan,TRY ASSISTS,2,0.5,Attack
325,Michael Lowry,Back,Ireland,Fullback,23,0,Ulster,TRY ASSISTS,1,0.25,Attack
326,Michele Lamaro,Forward,Italy,Back row,23,10, Benetton,TRY ASSISTS,0,0.0,Attack
327,Mohamed Haouas,Forward,France,Prop,27,13, Montpellier,TRY ASSISTS,0,0.0,Attack
328,Monty Ioane,Back,Italy,Wing,27,9, Benetton,TRY ASSISTS,0,0.0,Attack
329,Nic Dolly,Back,England,Hooker,22,1,Leicester Tigers,TRY ASSISTS,0,0.0,Attack
330,Niccolo Cannone,Forward,Italy,Lock,23,15, Benetton,TRY ASSISTS,0,0.0,Attack
331,Nick Haining,Forward,Scotland,Back row,31,10, Edinburgh,TRY ASSISTS,0,0.0,Attack
332,Nick Isiekwe,Forward,England,Lock,23,3,Saracens,TRY ASSISTS,0,0.0,Attack
333,Nick Tompkins,Back,Wales,Centre,26,16, Saracens,TRY ASSISTS,0,0.0,Attack
334,Oli Kebble,Forward,Scotland,Prop,29,11, Glasgow Warriors,TRY ASSISTS,0,0.0,Attack
335,Ollie Chessum,Forward,England,Lock,21,0,Leicester Tigers,TRY ASSISTS,0,0.0,Attack
336,Owen Watkin,Back,Wales,Centre,25,26, Ospreys,TRY ASSISTS,0,0.0,Attack
337,Paolo Garbisi,Back,Italy,Fly-half,21,13, Montpellier,TRY ASSISTS,1,0.25,Attack
338,Paul Willemse,Forward,France,Lock,29,19, Montpellier,TRY ASSISTS,0,0.0,Attack
339,Peato Mauvaka,Back,France,Hooker,25,9, Toulouse,TRY ASSISTS,0,0.0,Attack
340,Peter O'Mahony,Forward,Ireland,Back row,32,79,Munster,TRY ASSISTS,0,0.0,Attack
341,Pierre Bruno,Back,Italy,Wing,25,1, Zebre Parma,TRY ASSISTS,1,0.25,Attack
342,Pierre Schoeman,Forward,Scotland,Prop,27,4, Edinburgh,TRY ASSISTS,0,0.0,Attack
343,Pietro Ceccarelli,Forward,Italy,Prop,29,17, Brive,TRY ASSISTS,0,0.0,Attack
344,Rob Herring,Back,Ireland,Hooker,31,23,Ulster,TRY ASSISTS,0,0.0,Attack
345,Robbie Henshaw,Back,Ireland,Centre,28,53,Leinster,TRY ASSISTS,1,0.25,Attack
346,Romain Ntamack,Back,France,Fly-half,22,23, Toulouse,TRY ASSISTS,4,1.0,Attack
347,Romain Taofifenua,Forward,France,Lock,31,31, Lyon,TRY ASSISTS,0,0.0,Attack
348,Ronan Kelleher,Back,Ireland,Hooker,24,16,Leinster,TRY ASSISTS,0,0.0,Attack
349,Rory Darge,Forward,Scotland,Back row,21,0, Glasgow Warriors,TRY ASSISTS,0,0.0,Attack
350,Rory Sutherland,Forward,Scotland,Prop,29,16, Worcester Warriors,TRY ASSISTS,0,0.0,Attack
351,Ross Moriarty,Forward,Wales,Back row,27,49, Cardiff,TRY ASSISTS,1,0.25,Attack
352,Ryan Baird,Forward,Ireland,Lock,22,6,Leinster,TRY ASSISTS,0,0.0,Attack
353,Ryan Elias,Back,Wales,Hooker,27,23, Scarlets,TRY ASSISTS,0,0.0,Attack
354,Sam Johnson,Back,Scotland,Centre,28,21, Glasgow Warriors,TRY ASSISTS,0,0.0,Attack
355,Sam Simmonds,Forward,England,Back row,27,9,Exeter Chiefs,TRY ASSISTS,0,0.0,Attack
356,Sam Skinner,Forward,Scotland,Lock,27,15, Exeter Chiefs,TRY ASSISTS,0,0.0,Attack
357,Sam Underhill,Forward,England,Back row,25,27,Bath,TRY ASSISTS,0,0.0,Attack
358,Seb Davies,Forward,Wales,Lock,25,13, Cardiff,TRY ASSISTS,0,0.0,Attack
359,Sebastian Negri,Forward,Italy,Back row,27,36, Benetton,TRY ASSISTS,0,0.0,Attack
360,Sione Tuipulotu,Back,Scotland,Centre,24,1, Glasgow Warriors,TRY ASSISTS,0,0.0,Attack
361,Stephen Varney,Back,Italy,Scrum-half,20,9, Gloucester,TRY ASSISTS,0,0.0,Attack
362,Stuart Hogg,Back,Scotland,Fullback,29,88, Exeter Chiefs,TRY ASSISTS,1,0.25,Attack
363,Stuart McInally,Back,Scotland,Hooker,31,43, Edinburgh,TRY ASSISTS,0,0.0,Attack
364,Tadhg Beirne,Forward,Ireland,Lock,30,25,Munster,TRY ASSISTS,0,0.0,Attack
365,Tadhg Furlong,Forward,Ireland,Prop,29,52,Leinster,TRY ASSISTS,0,0.0,Attack
366,Taine Basham,Forward,Wales,Back row,22,7, Dragons,TRY ASSISTS,0,0.0,Attack
367,Taulupe Faletau,Forward,Wales,Back row,31,86, Bath,TRY ASSISTS,1,0.25,Attack
368,Thibaud Flament,Forward,France,Lock,24,3, Toulouse,TRY ASSISTS,0,0.0,Attack
369,Thomas Ramos,Back,France,Fullback,26,14, Toulouse,TRY ASSISTS,0,0.0,Attack
370,Tiziano Pasquali,Forward,Italy,Prop,27,21, Benetton,TRY ASSISTS,0,0.0,Attack
371,Toa Halafihi,Forward,Italy,Back row,28,0, Benetton,TRY ASSISTS,0,0.0,Attack
372,Tom Curry,Forward,England,Back row,23,36,Sale Sharks,TRY ASSISTS,0,0.0,Attack
373,Tomas Francis,Forward,Wales,Prop,29,60, Ospreys,TRY ASSISTS,0,0.0,Attack
374,Tommaso Menoncello,Back,Italy,Wing,19,0, Benetton /  F.I.R. Academy,TRY ASSISTS,0,0.0,Attack
375,Tomos Williams,Back,Wales,Scrum-half,27,29, Cardiff,TRY ASSISTS,1,0.25,Attack
376,Uilisi Halaholo,Back,Wales,Centre,31,9, Cardiff,TRY ASSISTS,0,0.0,Attack
377,Uini Atonio,Forward,France,Prop,31,39, La Rochelle,TRY ASSISTS,0,0.0,Attack
378,Will Rowlands,Forward,Wales,Lock,30,13, Dragons,TRY ASSISTS,0,0.0,Attack
379,Will Stuart,Forward,England,Prop,25,15,Bath,TRY ASSISTS,0,0.0,Attack
380,WP Nel,Forward,Scotland,Prop,35,43, Edinburgh,TRY ASSISTS,0,0.0,Attack
381,Wyn Jones,Forward,Wales,Prop,29,38, Scarlets,TRY ASSISTS,0,0.0,Attack
382,Yoram Moefana,Back,France,Centre,21,2, Bordeaux,TRY ASSISTS,1,0.25,Attack
383,Zander Fagerson,Forward,Scotland,Prop,26,42, Glasgow Warriors,TRY ASSISTS,0,0.0,Attack
384,Aaron Wainwright,Forward,Wales,Back row,24,34, Dragons,CONVERSIONS,0,0.0,Kicking
385,Adam Beard,Forward,Wales,Lock,26,29, Ospreys,CONVERSIONS,0,0.0,Kicking
386,Adam Hastings,Back,Scotland,Fly-half,25,25, Gloucester,CONVERSIONS,0,0.0,Kicking
387,Alessandro Fusco,Back,Italy,Scrum-half,22,2, Zebre Parma,CONVERSIONS,0,0.0,Kicking
388,Alex Cuthbert,Back,Wales,Wing,31,48, Ospreys,CONVERSIONS,0,0.0,Kicking
389,Alex Dombrandt,Forward,England,Back row,24,4,Harlequins,CONVERSIONS,0,0.0,Kicking
390,Ali Price,Back,Scotland,Scrum-half,28,46, Glasgow Warriors,CONVERSIONS,0,0.0,Kicking
391,Allan Dell,Forward,Scotland,Prop,29,32, London Irish,CONVERSIONS,0,0.0,Kicking
392,Alun Wyn Jones,Forward,Wales,Lock,36,149, Ospreys,CONVERSIONS,0,0.0,Kicking
393,Andrea Zambonin,Forward,Italy,Lock,21,1, Zebre Parma,CONVERSIONS,0,0.0,Kicking
394,Andrew Conway,Back,Ireland,Wing,30,27,Munster,CONVERSIONS,0,0.0,Kicking
395,Andrew Porter,Forward,Ireland,Prop,26,40,Leinster,CONVERSIONS,0,0.0,Kicking
396,Andy Christie,Forward,Scotland,Back row,22,0, Saracens,CONVERSIONS,0,0.0,Kicking
397,Ange Capuozzo,Back,Italy,Fullback,22,0, Grenoble,CONVERSIONS,0,0.0,Kicking
398,Anthony Jelonch,Forward,France,Back row,25,14, Toulouse,CONVERSIONS,0,0.0,Kicking
399,Antoine Dupont,Back,France,Scrum-half,25,35, Toulouse,CONVERSIONS,0,0.0,Kicking
400,Ben Carter,Forward,Wales,Lock,21,5, Dragons,CONVERSIONS,0,0.0,Kicking
401,Ben Vellacott,Back,Scotland,Scrum-half,26,0, Edinburgh,CONVERSIONS,0,0.0,Kicking
402,Ben White,Back,Scotland,Scrum-half,23,0, London Irish,CONVERSIONS,0,0.0,Kicking
403,Ben Youngs,Back,England,Scrum-half,32,112,Leicester Tigers,CONVERSIONS,0,0.0,Kicking
404,Blair Kinghorn,Back,Scotland,Fullback,25,28, Edinburgh,CONVERSIONS,0,0.0,Kicking
405,Braam Steyn,Forward,Italy,Back row,29,46, Benetton,CONVERSIONS,0,0.0,Kicking
406,Bradley Roberts,Back,Wales,Hooker,26,1, Ulster,CONVERSIONS,0,0.0,Kicking
407,Bundee Aki,Back,Ireland,Centre,31,33,Connacht,CONVERSIONS,0,0.0,Kicking
408,Caelan Doris,Forward,Ireland,Back row,23,12,Leinster,CONVERSIONS,0,0.0,Kicking
409,Callum Braley,Back,Italy,Scrum-half,27,12, Benetton,CONVERSIONS,0,0.0,Kicking
410,Callum Sheedy,Back,Wales,Fly-half,26,13, Bristol Bears,CONVERSIONS,1,0.07692307692307693,Kicking
411,Cameron Redpath,Back,Scotland,Centre,22,1, Bath,CONVERSIONS,0,0.0,Kicking
412,Cameron Woki,Forward,France,Back row,23,11, Bordeaux,CONVERSIONS,0,0.0,Kicking
413,Charlie Ewels,Forward,England,Lock,26,26,Bath,CONVERSIONS,0,0.0,Kicking
414,Cherif Traore,Forward,Italy,Prop,27,12, Benetton,CONVERSIONS,0,0.0,Kicking
415,Chris Harris,Back,Scotland,Centre,31,31, Gloucester,CONVERSIONS,0,0.0,Kicking
416,Cian Healy,Forward,Ireland,Prop,34,112,Leinster,CONVERSIONS,0,0.0,Kicking
417,Conor Murray,Back,Ireland,Scrum-half,32,92,Munster,CONVERSIONS,0,0.0,Kicking
418,Courtney Lawes,Forward,England,Lock,32,90,Northampton Saints,CONVERSIONS,0,0.0,Kicking
419,Craig Casey,Back,Ireland,Scrum-half,22,4,Munster,CONVERSIONS,0,0.0,Kicking
420,Cyril Baille,Forward,France,Prop,28,31, Toulouse,CONVERSIONS,0,0.0,Kicking
421,Damian Penaud,Back,France,Wing,25,28, Clermont,CONVERSIONS,0,0.0,Kicking
422,Dan Biggar,Back,Wales,Fly-half,32,95, Northampton Saints,CONVERSIONS,5,0.38461538461538464,Kicking
423,Dan Sheehan,Back,Ireland,Hooker,23,2,Leinster,CONVERSIONS,0,0.0,Kicking
424,Danilo Fischetti,Forward,Italy,Prop,24,15, Zebre Parma,CONVERSIONS,0,0.0,Kicking
425,Darcy Graham,Back,Scotland,Wing,24,22, Edinburgh,CONVERSIONS,0,0.0,Kicking
426,Dave Kilcoyne,Forward,Ireland,Prop,33,45,Munster,CONVERSIONS,0,0.0,Kicking
427,David Sisi,Forward,Italy,Lock,29,18, Zebre Parma,CONVERSIONS,0,0.0,Kicking
428,Demba Bamba,Forward,France,Prop,23,20, Lyon,CONVERSIONS,0,0.0,Kicking
429,Dewi Lake,Back,Wales,Hooker,22,0, Ospreys,CONVERSIONS,0,0.0,Kicking
430,Dillon Lewis,Forward,Wales,Prop,26,34, Cardiff,CONVERSIONS,0,0.0,Kicking
431,Duhan van der Merwe,Back,Scotland,Wing,26,13, Worcester Warriors,CONVERSIONS,0,0.0,Kicking
432,Dylan Cretin,Forward,France,Back row,24,13, Lyon,CONVERSIONS,0,0.0,Kicking
433,Edoardo Padovani,Back,Italy,Fullback,28,30, Benetton,CONVERSIONS,0,0.0,Kicking
434,Elliot Daly,Back,England,Wing,29,52,Saracens,CONVERSIONS,0,0.0,Kicking
435,Ellis Genge,Forward,England,Prop,26,31,Leicester Tigers,CONVERSIONS,0,0.0,Kicking
436,Ellis Jenkins,Forward,Wales,Back row,28,14, Cardiff,CONVERSIONS,0,0.0,Kicking
437,Federico Mori,Back,Italy,Wing,21,11, Bordeaux,CONVERSIONS,0,0.0,Kicking
438,Federico Ruzza,Forward,Italy,Lock,27,25, Benetton,CONVERSIONS,0,0.0,Kicking
439,Finlay Bealham,Forward,Ireland,Prop,30,18,Connacht,CONVERSIONS,0,0.0,Kicking
440,Finn Russell,Back,Scotland,Fly-half,29,58, Racing 92,CONVERSIONS,6,0.46153846153846156,Kicking
441,Francois Cros,Forward,France,Back row,27,11, Toulouse,CONVERSIONS,0,0.0,Kicking
442,Fraser Brown,Back,Scotland,Hooker,32,54, Glasgow Warriors,CONVERSIONS,0,0.0,Kicking
443,Freddie Steward,Back,England,Fullback,21,5,Leicester Tigers,CONVERSIONS,0,0.0,Kicking
444,Gabin Villiere,Back,France,Wing,26,8, Toulon,CONVERSIONS,0,0.0,Kicking
445,Gael Fickou,Back,France,Centre,27,66, Racing 92,CONVERSIONS,0,0.0,Kicking
446,Gareth Anscombe,Back,Wales,Fly-half,30,29, Ospreys,CONVERSIONS,0,0.0,Kicking
447,Gareth Davies,Back,Wales,Scrum-half,31,65, Scarlets,CONVERSIONS,0,0.0,Kicking
448,Gareth Thomas,Forward,Wales,Prop,28,5, Ospreys,CONVERSIONS,0,0.0,Kicking
449,Garry Ringrose,Back,Ireland,Centre,27,37,Leinster,CONVERSIONS,0,0.0,Kicking
450,George Ford,Back,England,Fly-half,28,77,Leicester Tigers,CONVERSIONS,0,0.0,Kicking
451,George Furbank,Back,England,Fullback,25,5,Northampton Saints,CONVERSIONS,0,0.0,Kicking
452,George Turner,Back,Scotland,Hooker,29,20, Glasgow Warriors,CONVERSIONS,0,0.0,Kicking
453,Giacomo Nicotera,Back,Italy,Hooker,25,0, Benetton,CONVERSIONS,0,0.0,Kicking
454,Gianmarco Lucchesi,Back,Italy,Hooker,21,8, Benetton,CONVERSIONS,0,0.0,Kicking
455,Giosue Zilocchi,Forward,Italy,Prop,25,15, Zebre Parma,CONVERSIONS,0,0.0,Kicking
456,Giovanni Pettinelli,Forward,Italy,Back row,25,1, Benetton,CONVERSIONS,0,0.0,Kicking
457,Grant Gilchrist,Forward,Scotland,Lock,31,48, Edinburgh,CONVERSIONS,0,0.0,Kicking
458,Gregory Alldritt,Forward,France,Back row,24,26, La Rochelle,CONVERSIONS,0,0.0,Kicking
459,Hame Faiva,Back,Italy,Hooker,27,1, Benetton /  Rovigo Delta,CONVERSIONS,0,0.0,Kicking
460,Hamish Watson,Forward,Scotland,Back row,30,45, Edinburgh,CONVERSIONS,0,0.0,Kicking
461,Harry Randall,Back,England,Scrum-half,24,2,Bristol Bears,CONVERSIONS,0,0.0,Kicking
462,Henry Slade,Back,England,Centre,28,43,Exeter Chiefs,CONVERSIONS,0,0.0,Kicking
463,Hugo Keenan,Back,Ireland,Fullback,25,16,Leinster,CONVERSIONS,0,0.0,Kicking
464,Iain Henderson,Forward,Ireland,Lock,29,65,Ulster,CONVERSIONS,0,0.0,Kicking
465,Ivan Nemer,Forward,Italy,Prop,23,3, Benetton,CONVERSIONS,0,0.0,Kicking
466,Jac Morgan,Forward,Wales,Back row,22,0, Ospreys,CONVERSIONS,0,0.0,Kicking
467,Jack Carty,Back,Ireland,Fly-half,29,10,Connacht,CONVERSIONS,0,0.0,Kicking
468,Jack Conan,Forward,Ireland,Back row,29,22,Leinster,CONVERSIONS,0,0.0,Kicking
469,Jack Nowell,Back,England,Wing,28,34,Exeter Chiefs,CONVERSIONS,0,0.0,Kicking
470,James Hume,Back,Ireland,Centre,23,1,Ulster,CONVERSIONS,0,0.0,Kicking
471,James Lowe,Back,Ireland,Wing,29,10,Leinster,CONVERSIONS,0,0.0,Kicking
472,James Ryan,Forward,Ireland,Lock,25,40,Leinster,CONVERSIONS,0,0.0,Kicking
473,Jamie Blamire,Back,England,Hooker,24,5,Newcastle Falcons,CONVERSIONS,0,0.0,Kicking
474,Jamie George,Back,England,Hooker,31,61,Saracens,CONVERSIONS,0,0.0,Kicking
475,Jamie Hodgson,Forward,Scotland,Lock,23,3, Edinburgh,CONVERSIONS,0,0.0,Kicking
476,Jamie Ritchie,Forward,Scotland,Back row,25,31, Edinburgh,CONVERSIONS,0,0.0,Kicking
477,Jamison Gibson-Park,Back,Ireland,Scrum-half,29,12,Leinster,CONVERSIONS,0,0.0,Kicking
478,Jean-Baptiste Gros,Forward,France,Prop,22,14, Toulon,CONVERSIONS,0,0.0,Kicking
479,Joe Launchbury,Forward,England,Lock,30,69,Wasps,CONVERSIONS,0,0.0,Kicking
480,Joe Marchant,Back,England,Centre,25,7,Harlequins,CONVERSIONS,0,0.0,Kicking
481,Joe Marler,Forward,England,Prop,31,74,Harlequins,CONVERSIONS,0,0.0,Kicking
482,Joey Carbery,Back,Ireland,Fly-half,26,27,Munster,CONVERSIONS,5,0.38461538461538464,Kicking
483,Johnny McNicholl,Back,Wales,Fullback,31,8, Scarlets,CONVERSIONS,0,0.0,Kicking
484,Johnny Sexton,Back,Ireland,Fly-half,36,101,Leinster,CONVERSIONS,13,1.0,Kicking
485,Jonathan Danty,Back,France,Centre,29,11, La Rochelle,CONVERSIONS,0,0.0,Kicking
486,Jonathan Davies,Back,Wales,Centre,33,93, Scarlets,CONVERSIONS,0,0.0,Kicking
487,Jonny Gray,Forward,Scotland,Lock,27,64, Exeter Chiefs,CONVERSIONS,0,0.0,Kicking
488,Josh Adams,Back,Wales,Wing,26,35, Cardiff,CONVERSIONS,0,0.0,Kicking
489,Josh Bayliss,Forward,Scotland,Back row,24,2, Bath,CONVERSIONS,0,0.0,Kicking
490,Josh Navidi,Forward,Wales,Back row,31,28, Cardiff,CONVERSIONS,0,0.0,Kicking
491,Josh van der Flier,Forward,Ireland,Back row,28,35,Leinster,CONVERSIONS,0,0.0,Kicking
492,Juan Ignacio Brex,Back,Italy,Centre,29,8, Benetton,CONVERSIONS,0,0.0,Kicking
493,Julien Marchand,Back,France,Hooker,26,16, Toulouse,CONVERSIONS,0,0.0,Kicking
494,Kieran Hardy,Back,Wales,Scrum-half,26,8, Scarlets,CONVERSIONS,0,0.0,Kicking
495,Kieran Treadwell,Forward,Ireland,Lock,26,3,Ulster,CONVERSIONS,0,0.0,Kicking
496,Kyle Sinckler,Forward,England,Prop,28,47,Bristol Bears,CONVERSIONS,0,0.0,Kicking
497,Kyle Steyn,Back,Scotland,Wing,28,3, Glasgow Warriors,CONVERSIONS,0,0.0,Kicking
498,Leon Brown,Forward,Wales,Prop,25,16, Dragons,CONVERSIONS,0,0.0,Kicking
499,Leonardo Marin,Back,Italy,Fly-half,19,0, Benetton,CONVERSIONS,0,0.0,Kicking
500,Lewis Ludlam,Forward,England,Back row,26,10,Northampton Saints,CONVERSIONS,0,0.0,Kicking
501,Liam Williams,Back,Wales,Fullback,30,74, Scarlets,CONVERSIONS,0,0.0,Kicking
502,Louis Rees-Zammit,Back,Wales,Wing,21,12, Gloucester,CONVERSIONS,0,0.0,Kicking
503,Luke Cowan-Dickie,Back,England,Hooker,28,31,Exeter Chiefs,CONVERSIONS,0,0.0,Kicking
504,Mack Hansen,Back,Ireland,Wing,23,0,Connacht,CONVERSIONS,0,0.0,Kicking
505,Magnus Bradbury,Forward,Scotland,Back row,26,14, Edinburgh,CONVERSIONS,0,0.0,Kicking
506,Manuel Zuliani,Forward,Italy,Back row,21,0, Benetton,CONVERSIONS,0,0.0,Kicking
507,Marco Fuser,Forward,Italy,Lock,30,36, Newcastle Falcons,CONVERSIONS,0,0.0,Kicking
508,Marco Zanon,Back,Italy,Centre,24,7, Benetton,CONVERSIONS,0,0.0,Kicking
509,Marcus Smith,Back,England,Fly-half,22,5,Harlequins,CONVERSIONS,5,0.38461538461538464,Kicking
510,Mark Bennett,Back,Scotland,Centre,29,22, Edinburgh,CONVERSIONS,0,0.0,Kicking
511,Maro Itoje,Forward,England,Lock,27,51,Saracens,CONVERSIONS,0,0.0,Kicking
512,Matt Fagerson,Forward,Scotland,Back row,23,17, Glasgow Warriors,CONVERSIONS,0,0.0,Kicking
513,Matthis Lebel,Back,France,Wing,22,1, Toulouse,CONVERSIONS,0,0.0,Kicking
514,Max Malins,Back,England,Fullback,25,10,Saracens,CONVERSIONS,0,0.0,Kicking
515,Maxime Lucu,Back,France,Scrum-half,29,2, Bordeaux,CONVERSIONS,0,0.0,Kicking
516,Melvyn Jaminet,Back,France,Fullback,22,6, Perpignan,CONVERSIONS,9,0.6923076923076923,Kicking
517,Michael Lowry,Back,Ireland,Fullback,23,0,Ulster,CONVERSIONS,0,0.0,Kicking
518,Michele Lamaro,Forward,Italy,Back row,23,10, Benetton,CONVERSIONS,0,0.0,Kicking
519,Mohamed Haouas,Forward,France,Prop,27,13, Montpellier,CONVERSIONS,0,0.0,Kicking
520,Monty Ioane,Back,Italy,Wing,27,9, Benetton,CONVERSIONS,0,0.0,Kicking
521,Nic Dolly,Back,England,Hooker,22,1,Leicester Tigers,CONVERSIONS,0,0.0,Kicking
522,Niccolo Cannone,Forward,Italy,Lock,23,15, Benetton,CONVERSIONS,0,0.0,Kicking
523,Nick Haining,Forward,Scotland,Back row,31,10, Edinburgh,CONVERSIONS,0,0.0,Kicking
524,Nick Isiekwe,Forward,England,Lock,23,3,Saracens,CONVERSIONS,0,0.0,Kicking
525,Nick Tompkins,Back,Wales,Centre,26,16, Saracens,CONVERSIONS,0,0.0,Kicking
526,Oli Kebble,Forward,Scotland,Prop,29,11, Glasgow Warriors,CONVERSIONS,0,0.0,Kicking
527,Ollie Chessum,Forward,England,Lock,21,0,Leicester Tigers,CONVERSIONS,0,0.0,Kicking
528,Owen Watkin,Back,Wales,Centre,25,26, Ospreys,CONVERSIONS,0,0.0,Kicking
529,Paolo Garbisi,Back,Italy,Fly-half,21,13, Montpellier,CONVERSIONS,4,0.3076923076923077,Kicking
530,Paul Willemse,Forward,France,Lock,29,19, Montpellier,CONVERSIONS,0,0.0,Kicking
531,Peato Mauvaka,Back,France,Hooker,25,9, Toulouse,CONVERSIONS,0,0.0,Kicking
532,Peter O'Mahony,Forward,Ireland,Back row,32,79,Munster,CONVERSIONS,0,0.0,Kicking
533,Pierre Bruno,Back,Italy,Wing,25,1, Zebre Parma,CONVERSIONS,0,0.0,Kicking
